m,TagName,
"2020-12-01 00:00:00","javascript","18484"
"2020-12-01 00:00:00","assembly","313"
"2020-12-01 00:00:00","c#","6474"
"2020-12-01 00:00:00","c","2779"
"2020-12-01 00:00:00","c++","4814"
"2020-12-01 00:00:00","java","9315"
"2020-12-01 00:00:00","python","25457"
"2020-12-01 00:00:00","go","580"
"2020-12-01 00:00:00","php","5533"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","559"
"2020-12-01 00:00:00","r","4989"
"2020-12-01 00:00:00","swift","2443"
"2021-01-01 00:00:00","java","9542"
"2021-01-01 00:00:00","javascript","19518"
"2021-01-01 00:00:00","c++","4507"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","331"
"2021-01-01 00:00:00","c","2734"
"2021-01-01 00:00:00","python","26321"
"2021-01-01 00:00:00","c#","6928"
"2021-01-01 00:00:00","r","5036"
"2021-01-01 00:00:00","php","5636"
"2021-01-01 00:00:00","ruby","587"
"2021-01-01 00:00:00","go","605"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2763"
"2021-02-01 00:00:00","delphi","201"
"2021-02-01 00:00:00","javascript","17937"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","java","9148"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6590"
"2021-02-01 00:00:00","r","5035"
"2021-02-01 00:00:00","c","2358"
"2021-02-01 00:00:00","python","24960"
"2021-02-01 00:00:00","php","5244"
"2021-02-01 00:00:00","c++","4458"
"2021-02-01 00:00:00","go","628"
"2021-02-01 00:00:00","ruby","603"
"2021-02-01 00:00:00","swift","2723"
"2021-03-01 00:00:00","assembly","339"
"2021-03-01 00:00:00","c++","4722"
"2021-03-01 00:00:00","c","2653"
"2021-03-01 00:00:00","c#","7310"
"2021-03-01 00:00:00","delphi","271"
"2021-03-01 00:00:00","javascript","19796"
"2021-03-01 00:00:00","java","10415"
"2021-03-01 00:00:00","go","826"
"2021-03-01 00:00:00","php","5569"
"2021-03-01 00:00:00","ruby","569"
"2021-03-01 00:00:00","python","28141"
"2021-03-01 00:00:00","swift","2905"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6079"
"2021-04-01 00:00:00","java","9508"
"2021-04-01 00:00:00","c#","6747"
"2021-04-01 00:00:00","perl","143"
"2021-04-01 00:00:00","javascript","18634"
"2021-04-01 00:00:00","assembly","342"
"2021-04-01 00:00:00","c++","4334"
"2021-04-01 00:00:00","c","2451"
"2021-04-01 00:00:00","php","5104"
"2021-04-01 00:00:00","python","26510"
"2021-04-01 00:00:00","swift","2522"
"2021-04-01 00:00:00","r","5612"
"2021-04-01 00:00:00","ruby","605"
"2021-04-01 00:00:00","delphi","186"
"2021-04-01 00:00:00","go","684"
"2021-05-01 00:00:00","c++","4589"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","java","9693"
"2021-05-01 00:00:00","c","2251"
"2021-05-01 00:00:00","python","26090"
"2021-05-01 00:00:00","c#","6550"
"2021-05-01 00:00:00","assembly","326"
"2021-05-01 00:00:00","go","699"
"2021-05-01 00:00:00","swift","2209"
"2021-05-01 00:00:00","javascript","18435"
"2021-05-01 00:00:00","perl","122"
"2021-05-01 00:00:00","r","5399"
"2021-05-01 00:00:00","ruby","446"
"2021-05-01 00:00:00","php","5084"
"2021-06-01 00:00:00","php","4876"
"2021-06-01 00:00:00","c#","6430"
"2021-06-01 00:00:00","go","645"
"2021-06-01 00:00:00","assembly","279"
"2021-06-01 00:00:00","c++","4178"
"2021-06-01 00:00:00","python","24591"
"2021-06-01 00:00:00","c","2005"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","javascript","17663"
"2021-06-01 00:00:00","java","9230"
"2021-06-01 00:00:00","ruby","470"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","swift","2120"
"2021-06-01 00:00:00","r","4950"
"2021-07-01 00:00:00","delphi","147"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4634"
"2021-07-01 00:00:00","java","8369"
"2021-07-01 00:00:00","c#","5943"
"2021-07-01 00:00:00","assembly","190"
"2021-07-01 00:00:00","c++","3799"
"2021-07-01 00:00:00","c","1720"
"2021-07-01 00:00:00","go","652"
"2021-07-01 00:00:00","r","4680"
"2021-07-01 00:00:00","ruby","500"
"2021-07-01 00:00:00","javascript","17406"
"2021-07-01 00:00:00","swift","2276"
"2021-07-01 00:00:00","python","24189"
"2021-08-01 00:00:00","java","7996"
"2021-08-01 00:00:00","assembly","167"
"2021-08-01 00:00:00","go","788"
"2021-08-01 00:00:00","c","1628"
"2021-08-01 00:00:00","c#","5776"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","python","23236"
"2021-08-01 00:00:00","c++","3489"
"2021-08-01 00:00:00","javascript","17119"
"2021-08-01 00:00:00","perl","119"
"2021-08-01 00:00:00","r","4583"
"2021-08-01 00:00:00","php","4626"
"2021-08-01 00:00:00","swift","2215"
"2021-08-01 00:00:00","ruby","508"
"2021-09-01 00:00:00","java","7878"
"2021-09-01 00:00:00","c++","3941"
"2021-09-01 00:00:00","assembly","197"
"2021-09-01 00:00:00","c#","5798"
"2021-09-01 00:00:00","c","1814"
"2021-09-01 00:00:00","javascript","16824"
"2021-09-01 00:00:00","delphi","144"
"2021-09-01 00:00:00","go","665"
"2021-09-01 00:00:00","perl","114"
"2021-09-01 00:00:00","ruby","508"
"2021-09-01 00:00:00","php","4363"
"2021-09-01 00:00:00","swift","1957"
"2021-09-01 00:00:00","python","22115"
"2021-09-01 00:00:00","r","4348"
"2021-10-01 00:00:00","java","8652"
"2021-10-01 00:00:00","assembly","265"
"2021-10-01 00:00:00","c#","6660"
"2021-10-01 00:00:00","delphi","167"
"2021-10-01 00:00:00","c","2444"
"2021-10-01 00:00:00","go","850"
"2021-10-01 00:00:00","javascript","17607"
"2021-10-01 00:00:00","php","5013"
"2021-10-01 00:00:00","c++","4572"
"2021-10-01 00:00:00","perl","145"
"2021-10-01 00:00:00","python","25101"
"2021-10-01 00:00:00","r","4953"
"2021-10-01 00:00:00","ruby","499"
"2021-10-01 00:00:00","swift","2024"
